net,wires
"(35,46)","[(15,15,0),(np.int64(14),np.int64(15),np.int64(0)),(np.int64(13),np.int64(15),np.int64(0)),(np.int64(13),np.int64(14),np.int64(0)),(np.int64(13),np.int64(14),np.int64(1)),(np.int64(13),np.int64(14),np.int64(2)),(np.int64(13),np.int64(14),np.int64(3)),(np.int64(12),np.int64(14),np.int64(3)),(np.int64(11),np.int64(14),np.int64(3)),(np.int64(10),np.int64(14),np.int64(3)),(np.int64(9),np.int64(14),np.int64(3)),(np.int64(9),np.int64(13),np.int64(3)),(np.int64(9),np.int64(12),np.int64(3)),(np.int64(9),np.int64(12),np.int64(4)),(np.int64(9),np.int64(11),np.int64(4)),(np.int64(9),np.int64(10),np.int64(4)),(np.int64(9),np.int64(9),np.int64(4)),(np.int64(9),np.int64(9),np.int64(5)),(np.int64(8),np.int64(9),np.int64(5)),(np.int64(7),np.int64(9),np.int64(5)),(np.int64(6),np.int64(9),np.int64(5)),(np.int64(5),np.int64(9),np.int64(5)),(np.int64(4),np.int64(9),np.int64(5)),(np.int64(3),np.int64(9),np.int64(5)),(np.int64(2),np.int64(9),np.int64(5)),(np.int64(1),np.int64(9),np.int64(5)),(np.int64(1),np.int64(8),np.int64(5)),(np.int64(1),np.int64(8),np.int64(4)),(np.int64(1),np.int64(7),np.int64(4)),(np.int64(1),np.int64(7),np.int64(3)),(np.int64(1),np.int64(7),np.int64(2)),(np.int64(1),np.int64(7),np.int64(1)),(1,7,0)]"
"(47,13)","[(2,4,0),(np.int64(1),np.int64(4),np.int64(0)),(np.int64(1),np.int64(4),np.int64(1)),(np.int64(1),np.int64(3),np.int64(1)),(np.int64(2),np.int64(3),np.int64(1)),(np.int64(3),np.int64(3),np.int64(1)),(np.int64(4),np.int64(3),np.int64(1)),(np.int64(4),np.int64(4),np.int64(1)),(np.int64(4),np.int64(5),np.int64(1)),(np.int64(5),np.int64(5),np.int64(1)),(np.int64(5),np.int64(5),np.int64(0)),(np.int64(5),np.int64(6),np.int64(0)),(np.int64(5),np.int64(7),np.int64(0)),(np.int64(5),np.int64(8),np.int64(0)),(6,8,0)]"
"(36,20)","[(13,1,0),(np.int64(12),np.int64(1),np.int64(0)),(np.int64(12),np.int64(1),np.int64(1)),(np.int64(12),np.int64(2),np.int64(1)),(np.int64(12),np.int64(3),np.int64(1)),(np.int64(12),np.int64(4),np.int64(1)),(np.int64(12),np.int64(5),np.int64(1)),(np.int64(12),np.int64(6),np.int64(1)),(np.int64(12),np.int64(7),np.int64(1)),(np.int64(12),np.int64(8),np.int64(1)),(np.int64(12),np.int64(9),np.int64(1)),(np.int64(12),np.int64(9),np.int64(0)),(13,9,0)]"
"(38,17)","[(1,15,0),(np.int64(1),np.int64(14),np.int64(0)),(np.int64(1),np.int64(14),np.int64(1)),(np.int64(1),np.int64(14),np.int64(2)),(np.int64(1),np.int64(14),np.int64(3)),(np.int64(1),np.int64(13),np.int64(3)),(np.int64(2),np.int64(13),np.int64(3)),(np.int64(3),np.int64(13),np.int64(3)),(np.int64(4),np.int64(13),np.int64(3)),(np.int64(5),np.int64(13),np.int64(3)),(np.int64(6),np.int64(13),np.int64(3)),(np.int64(7),np.int64(13),np.int64(3)),(np.int64(8),np.int64(13),np.int64(3)),(np.int64(8),np.int64(13),np.int64(2)),(np.int64(8),np.int64(13),np.int64(1)),(np.int64(8),np.int64(13),np.int64(0)),(8,12,0)]"
"(37,5)","[(7,4,0),(np.int64(7),np.int64(5),np.int64(0)),(np.int64(8),np.int64(5),np.int64(0)),(np.int64(9),np.int64(5),np.int64(0)),(np.int64(10),np.int64(5),np.int64(0)),(np.int64(10),np.int64(5),np.int64(1)),(np.int64(11),np.int64(5),np.int64(1)),(np.int64(11),np.int64(6),np.int64(1)),(np.int64(11),np.int64(6),np.int64(2)),(np.int64(12),np.int64(6),np.int64(2)),(np.int64(13),np.int64(6),np.int64(2)),(np.int64(13),np.int64(7),np.int64(2)),(np.int64(13),np.int64(7),np.int64(3)),(np.int64(13),np.int64(8),np.int64(3)),(np.int64(13),np.int64(9),np.int64(3)),(np.int64(14),np.int64(9),np.int64(3)),(np.int64(14),np.int64(10),np.int64(3)),(np.int64(14),np.int64(10),np.int64(2)),(np.int64(14),np.int64(11),np.int64(2)),(np.int64(13),np.int64(11),np.int64(2)),(np.int64(13),np.int64(12),np.int64(2)),(np.int64(13),np.int64(12),np.int64(1)),(np.int64(12),np.int64(12),np.int64(1)),(np.int64(11),np.int64(12),np.int64(1)),(np.int64(11),np.int64(12),np.int64(0)),(11,11,0)]"
"(40,16)","[(1,15,0),(np.int64(1),np.int64(16),np.int64(0)),(np.int64(2),np.int64(16),np.int64(0)),(np.int64(3),np.int64(16),np.int64(0)),(np.int64(4),np.int64(16),np.int64(0)),(np.int64(5),np.int64(16),np.int64(0)),(np.int64(6),np.int64(16),np.int64(0)),(np.int64(6),np.int64(16),np.int64(1)),(np.int64(7),np.int64(16),np.int64(1)),(np.int64(8),np.int64(16),np.int64(1)),(np.int64(9),np.int64(16),np.int64(1)),(np.int64(10),np.int64(16),np.int64(1)),(np.int64(11),np.int64(16),np.int64(1)),(np.int64(11),np.int64(15),np.int64(1)),(np.int64(12),np.int64(15),np.int64(1)),(np.int64(12),np.int64(15),np.int64(2)),(np.int64(12),np.int64(14),np.int64(2)),(np.int64(12),np.int64(13),np.int64(2)),(np.int64(12),np.int64(12),np.int64(2)),(np.int64(12),np.int64(11),np.int64(2)),(np.int64(12),np.int64(10),np.int64(2)),(np.int64(12),np.int64(10),np.int64(1)),(12,10,0)]"
"(15,7)","[(4,4,0),(np.int64(3),np.int64(4),np.int64(0)),(np.int64(3),np.int64(4),np.int64(1)),(np.int64(3),np.int64(5),np.int64(1)),(np.int64(3),np.int64(6),np.int64(1)),(np.int64(3),np.int64(7),np.int64(1)),(np.int64(3),np.int64(7),np.int64(2)),(np.int64(4),np.int64(7),np.int64(2)),(np.int64(5),np.int64(7),np.int64(2)),(np.int64(5),np.int64(7),np.int64(3)),(np.int64(5),np.int64(7),np.int64(4)),(np.int64(4),np.int64(7),np.int64(4)),(np.int64(3),np.int64(7),np.int64(4)),(np.int64(2),np.int64(7),np.int64(4)),(np.int64(2),np.int64(8),np.int64(4)),(np.int64(2),np.int64(9),np.int64(4)),(np.int64(2),np.int64(10),np.int64(4)),(np.int64(2),np.int64(11),np.int64(4)),(np.int64(2),np.int64(11),np.int64(3)),(np.int64(3),np.int64(11),np.int64(3)),(np.int64(3),np.int64(11),np.int64(2)),(np.int64(3),np.int64(12),np.int64(2)),(np.int64(3),np.int64(12),np.int64(1)),(np.int64(3),np.int64(13),np.int64(1)),(np.int64(3),np.int64(14),np.int64(1)),(3,14,0)]"
"(48,23)","[(4,11,0),(np.int64(3),np.int64(11),np.int64(0)),(np.int64(3),np.int64(10),np.int64(0)),(np.int64(3),np.int64(9),np.int64(0)),(np.int64(3),np.int64(9),np.int64(1)),(np.int64(4),np.int64(9),np.int64(1)),(np.int64(5),np.int64(9),np.int64(1)),(np.int64(5),np.int64(9),np.int64(2)),(np.int64(5),np.int64(9),np.int64(3)),(np.int64(5),np.int64(9),np.int64(4)),(np.int64(5),np.int64(10),np.int64(4)),(np.int64(5),np.int64(10),np.int64(5)),(np.int64(6),np.int64(10),np.int64(5)),(np.int64(7),np.int64(10),np.int64(5)),(np.int64(8),np.int64(10),np.int64(5)),(np.int64(9),np.int64(10),np.int64(5)),(np.int64(10),np.int64(10),np.int64(5)),(np.int64(11),np.int64(10),np.int64(5)),(np.int64(11),np.int64(9),np.int64(5)),(np.int64(11),np.int64(8),np.int64(5)),(np.int64(12),np.int64(8),np.int64(5)),(np.int64(13),np.int64(8),np.int64(5)),(np.int64(13),np.int64(7),np.int64(5)),(np.int64(13),np.int64(6),np.int64(5)),(np.int64(13),np.int64(5),np.int64(5)),(np.int64(13),np.int64(4),np.int64(5)),(np.int64(13),np.int64(4),np.int64(4)),(np.int64(13),np.int64(4),np.int64(3)),(np.int64(14),np.int64(4),np.int64(3)),(np.int64(14),np.int64(4),np.int64(2)),(np.int64(14),np.int64(4),np.int64(1)),(np.int64(15),np.int64(4),np.int64(1)),(15,4,0)]"
"(9,43)","[(6,13,0),(np.int64(5),np.int64(13),np.int64(0)),(np.int64(4),np.int64(13),np.int64(0)),(np.int64(4),np.int64(13),np.int64(1)),(np.int64(4),np.int64(12),np.int64(1)),(np.int64(4),np.int64(12),np.int64(2)),(np.int64(4),np.int64(11),np.int64(2)),(np.int64(4),np.int64(11),np.int64(3)),(np.int64(4),np.int64(10),np.int64(3)),(np.int64(4),np.int64(9),np.int64(3)),(np.int64(4),np.int64(9),np.int64(2)),(np.int64(4),np.int64(8),np.int64(2)),(np.int64(3),np.int64(8),np.int64(2)),(np.int64(3),np.int64(8),np.int64(3)),(np.int64(3),np.int64(7),np.int64(3)),(np.int64(3),np.int64(6),np.int64(3)),(np.int64(3),np.int64(5),np.int64(3)),(np.int64(3),np.int64(4),np.int64(3)),(np.int64(3),np.int64(3),np.int64(3)),(np.int64(3),np.int64(2),np.int64(3)),(np.int64(3),np.int64(2),np.int64(2)),(np.int64(3),np.int64(2),np.int64(1)),(np.int64(3),np.int64(2),np.int64(0)),(4,2,0)]"
"(44,16)","[(9,6,0),(np.int64(10),np.int64(6),np.int64(0)),(np.int64(11),np.int64(6),np.int64(0)),(np.int64(12),np.int64(6),np.int64(0)),(np.int64(12),np.int64(7),np.int64(0)),(np.int64(13),np.int64(7),np.int64(0)),(np.int64(14),np.int64(7),np.int64(0)),(np.int64(14),np.int64(7),np.int64(1)),(np.int64(14),np.int64(8),np.int64(1)),(np.int64(15),np.int64(8),np.int64(1)),(15,8,0)]"
"(22,8)","[(16,11,0),(np.int64(16),np.int64(10),np.int64(0)),(16,9,0)]"
"(5,30)","[(8,1,0),(np.int64(9),np.int64(1),np.int64(0)),(np.int64(9),np.int64(1),np.int64(1)),(np.int64(9),np.int64(1),np.int64(2)),(np.int64(9),np.int64(1),np.int64(3)),(np.int64(9),np.int64(1),np.int64(4)),(np.int64(8),np.int64(1),np.int64(4)),(np.int64(7),np.int64(1),np.int64(4)),(np.int64(6),np.int64(1),np.int64(4)),(np.int64(5),np.int64(1),np.int64(4)),(np.int64(4),np.int64(1),np.int64(4)),(np.int64(3),np.int64(1),np.int64(4)),(np.int64(2),np.int64(1),np.int64(4)),(np.int64(1),np.int64(1),np.int64(4)),(np.int64(1),np.int64(2),np.int64(4)),(np.int64(0),np.int64(2),np.int64(4)),(np.int64(0),np.int64(3),np.int64(4)),(np.int64(0),np.int64(4),np.int64(4)),(np.int64(0),np.int64(5),np.int64(4)),(np.int64(0),np.int64(6),np.int64(4)),(np.int64(0),np.int64(7),np.int64(4)),(np.int64(0),np.int64(8),np.int64(4)),(np.int64(0),np.int64(9),np.int64(4)),(np.int64(0),np.int64(10),np.int64(4)),(np.int64(0),np.int64(11),np.int64(4)),(np.int64(0),np.int64(12),np.int64(4)),(np.int64(0),np.int64(13),np.int64(4)),(np.int64(0),np.int64(14),np.int64(4)),(np.int64(0),np.int64(15),np.int64(4)),(np.int64(0),np.int64(15),np.int64(3)),(np.int64(1),np.int64(15),np.int64(3)),(np.int64(2),np.int64(15),np.int64(3)),(np.int64(2),np.int64(15),np.int64(2)),(np.int64(2),np.int64(15),np.int64(1)),(np.int64(2),np.int64(15),np.int64(0)),(1,15,0)]"
"(11,33)","[(12,10,0),(np.int64(13),np.int64(10),np.int64(0)),(np.int64(13),np.int64(11),np.int64(0)),(np.int64(14),np.int64(11),np.int64(0)),(np.int64(14),np.int64(12),np.int64(0)),(np.int64(14),np.int64(13),np.int64(0)),(14,14,0)]"
"(44,31)","[(6,7,0),(np.int64(7),np.int64(7),np.int64(0)),(np.int64(8),np.int64(7),np.int64(0)),(np.int64(9),np.int64(7),np.int64(0)),(np.int64(10),np.int64(7),np.int64(0)),(np.int64(10),np.int64(8),np.int64(0)),(11,8,0)]"
"(4,49)","[(12,14,0),(np.int64(12),np.int64(14),np.int64(1)),(np.int64(12),np.int64(13),np.int64(1)),(np.int64(13),np.int64(13),np.int64(1)),(np.int64(13),np.int64(13),np.int64(2)),(np.int64(13),np.int64(13),np.int64(3)),(np.int64(13),np.int64(12),np.int64(3)),(np.int64(13),np.int64(11),np.int64(3)),(np.int64(13),np.int64(11),np.int64(4)),(np.int64(13),np.int64(10),np.int64(4)),(np.int64(13),np.int64(9),np.int64(4)),(np.int64(13),np.int64(8),np.int64(4)),(np.int64(13),np.int64(7),np.int64(4)),(np.int64(12),np.int64(7),np.int64(4)),(np.int64(11),np.int64(7),np.int64(4)),(np.int64(10),np.int64(7),np.int64(4)),(np.int64(9),np.int64(7),np.int64(4)),(np.int64(9),np.int64(6),np.int64(4)),(np.int64(9),np.int64(5),np.int64(4)),(np.int64(8),np.int64(5),np.int64(4)),(np.int64(7),np.int64(5),np.int64(4)),(np.int64(6),np.int64(5),np.int64(4)),(np.int64(5),np.int64(5),np.int64(4)),(np.int64(4),np.int64(5),np.int64(4)),(np.int64(3),np.int64(5),np.int64(4)),(np.int64(2),np.int64(5),np.int64(4)),(np.int64(1),np.int64(5),np.int64(4)),(np.int64(1),np.int64(4),np.int64(4)),(np.int64(1),np.int64(3),np.int64(4)),(np.int64(1),np.int64(3),np.int64(3)),(np.int64(1),np.int64(2),np.int64(3)),(np.int64(1),np.int64(1),np.int64(3)),(np.int64(1),np.int64(1),np.int64(2)),(np.int64(1),np.int64(1),np.int64(1)),(1,1,0)]"
"(1,22)","[(6,2,0),(np.int64(6),np.int64(3),np.int64(0)),(np.int64(6),np.int64(3),np.int64(1)),(np.int64(6),np.int64(3),np.int64(2)),(np.int64(7),np.int64(3),np.int64(2)),(np.int64(7),np.int64(3),np.int64(3)),(np.int64(7),np.int64(3),np.int64(4)),(np.int64(8),np.int64(3),np.int64(4)),(np.int64(9),np.int64(3),np.int64(4)),(np.int64(10),np.int64(3),np.int64(4)),(np.int64(10),np.int64(3),np.int64(3)),(np.int64(11),np.int64(3),np.int64(3)),(np.int64(12),np.int64(3),np.int64(3)),(np.int64(12),np.int64(4),np.int64(3)),(np.int64(12),np.int64(5),np.int64(3)),(np.int64(12),np.int64(5),np.int64(2)),(np.int64(13),np.int64(5),np.int64(2)),(np.int64(13),np.int64(5),np.int64(1)),(np.int64(13),np.int64(6),np.int64(1)),(np.int64(13),np.int64(6),np.int64(0)),(np.int64(14),np.int64(6),np.int64(0)),(np.int64(15),np.int64(6),np.int64(0)),(np.int64(15),np.int64(7),np.int64(0)),(15,8,0)]"
"(37,3)","[(4,11,0),(np.int64(4),np.int64(12),np.int64(0)),(np.int64(3),np.int64(12),np.int64(0)),(np.int64(3),np.int64(13),np.int64(0)),(3,14,0)]"
"(32,26)","[(6,8,0),(np.int64(6),np.int64(8),np.int64(1)),(np.int64(7),np.int64(8),np.int64(1)),(np.int64(7),np.int64(9),np.int64(1)),(np.int64(8),np.int64(9),np.int64(1)),(np.int64(8),np.int64(9),np.int64(2)),(np.int64(8),np.int64(9),np.int64(3)),(np.int64(9),np.int64(9),np.int64(3)),(np.int64(10),np.int64(9),np.int64(3)),(np.int64(11),np.int64(9),np.int64(3)),(np.int64(11),np.int64(9),np.int64(2)),(np.int64(12),np.int64(9),np.int64(2)),(np.int64(13),np.int64(9),np.int64(2)),(np.int64(13),np.int64(9),np.int64(1)),(13,9,0)]"
"(6,32)","[(13,3,0),(np.int64(13),np.int64(3),np.int64(1)),(np.int64(13),np.int64(2),np.int64(1)),(np.int64(13),np.int64(2),np.int64(2)),(np.int64(12),np.int64(2),np.int64(2)),(np.int64(11),np.int64(2),np.int64(2)),(np.int64(10),np.int64(2),np.int64(2)),(np.int64(10),np.int64(2),np.int64(3)),(np.int64(10),np.int64(2),np.int64(4)),(np.int64(10),np.int64(2),np.int64(5)),(np.int64(10),np.int64(3),np.int64(5)),(np.int64(10),np.int64(4),np.int64(5)),(np.int64(10),np.int64(4),np.int64(6)),(np.int64(10),np.int64(5),np.int64(6)),(np.int64(10),np.int64(6),np.int64(6)),(np.int64(10),np.int64(7),np.int64(6)),(np.int64(10),np.int64(8),np.int64(6)),(np.int64(10),np.int64(8),np.int64(5)),(np.int64(10),np.int64(9),np.int64(5)),(np.int64(10),np.int64(9),np.int64(4)),(np.int64(10),np.int64(10),np.int64(4)),(np.int64(10),np.int64(10),np.int64(3)),(np.int64(9),np.int64(10),np.int64(3)),(np.int64(9),np.int64(10),np.int64(2)),(np.int64(9),np.int64(11),np.int64(2)),(np.int64(9),np.int64(12),np.int64(2)),(np.int64(9),np.int64(12),np.int64(1)),(np.int64(9),np.int64(13),np.int64(1)),(np.int64(9),np.int64(14),np.int64(1)),(np.int64(8),np.int64(14),np.int64(1)),(np.int64(8),np.int64(15),np.int64(1)),(np.int64(8),np.int64(15),np.int64(0)),(np.int64(7),np.int64(15),np.int64(0)),(6,15,0)]"
"(5,31)","[(15,15,0),(np.int64(15),np.int64(14),np.int64(0)),(np.int64(16),np.int64(14),np.int64(0)),(np.int64(16),np.int64(13),np.int64(0)),(np.int64(16),np.int64(12),np.int64(0)),(np.int64(17),np.int64(12),np.int64(0)),(np.int64(17),np.int64(11),np.int64(0)),(np.int64(17),np.int64(10),np.int64(0)),(np.int64(17),np.int64(9),np.int64(0)),(np.int64(17),np.int64(8),np.int64(0)),(np.int64(16),np.int64(8),np.int64(0)),(np.int64(16),np.int64(7),np.int64(0)),(np.int64(16),np.int64(6),np.int64(0)),(np.int64(16),np.int64(5),np.int64(0)),(np.int64(16),np.int64(4),np.int64(0)),(np.int64(16),np.int64(3),np.int64(0)),(np.int64(17),np.int64(3),np.int64(0)),(np.int64(17),np.int64(2),np.int64(0)),(np.int64(17),np.int64(1),np.int64(0)),(np.int64(17),np.int64(1),np.int64(1)),(np.int64(16),np.int64(1),np.int64(1)),(np.int64(15),np.int64(1),np.int64(1)),(np.int64(14),np.int64(1),np.int64(1)),(np.int64(13),np.int64(1),np.int64(1)),(13,1,0)]"
"(15,40)","[(12,10,0),(np.int64(12),np.int64(11),np.int64(0)),(np.int64(12),np.int64(11),np.int64(1)),(np.int64(13),np.int64(11),np.int64(1)),(np.int64(13),np.int64(10),np.int64(1)),(np.int64(13),np.int64(10),np.int64(2)),(np.int64(13),np.int64(10),np.int64(3)),(np.int64(12),np.int64(10),np.int64(3)),(np.int64(11),np.int64(10),np.int64(3)),(np.int64(11),np.int64(10),np.int64(4)),(np.int64(11),np.int64(11),np.int64(4)),(np.int64(10),np.int64(11),np.int64(4)),(np.int64(10),np.int64(11),np.int64(5)),(np.int64(9),np.int64(11),np.int64(5)),(np.int64(8),np.int64(11),np.int64(5)),(np.int64(7),np.int64(11),np.int64(5)),(np.int64(6),np.int64(11),np.int64(5)),(np.int64(5),np.int64(11),np.int64(5)),(np.int64(4),np.int64(11),np.int64(5)),(np.int64(3),np.int64(11),np.int64(5)),(np.int64(2),np.int64(11),np.int64(5)),(np.int64(1),np.int64(11),np.int64(5)),(np.int64(1),np.int64(11),np.int64(4)),(np.int64(1),np.int64(11),np.int64(3)),(np.int64(1),np.int64(12),np.int64(3)),(np.int64(1),np.int64(12),np.int64(2)),(np.int64(1),np.int64(13),np.int64(2)),(np.int64(1),np.int64(13),np.int64(1)),(1,13,0)]"
"(42,2)","[(8,1,0),(np.int64(8),np.int64(1),np.int64(1)),(np.int64(8),np.int64(1),np.int64(2)),(np.int64(8),np.int64(1),np.int64(3)),(np.int64(8),np.int64(2),np.int64(3)),(np.int64(8),np.int64(3),np.int64(3)),(np.int64(8),np.int64(4),np.int64(3)),(np.int64(8),np.int64(5),np.int64(3)),(np.int64(8),np.int64(6),np.int64(3)),(np.int64(8),np.int64(6),np.int64(4)),(np.int64(8),np.int64(7),np.int64(4)),(np.int64(8),np.int64(8),np.int64(4)),(np.int64(8),np.int64(9),np.int64(4)),(np.int64(8),np.int64(10),np.int64(4)),(np.int64(8),np.int64(11),np.int64(4)),(np.int64(8),np.int64(12),np.int64(4)),(np.int64(8),np.int64(12),np.int64(3)),(np.int64(8),np.int64(12),np.int64(2)),(np.int64(8),np.int64(12),np.int64(1)),(8,12,0)]"
"(40,19)","[(9,8,0),(np.int64(8),np.int64(8),np.int64(0)),(np.int64(8),np.int64(8),np.int64(1)),(np.int64(8),np.int64(7),np.int64(1)),(np.int64(8),np.int64(7),np.int64(2)),(np.int64(8),np.int64(6),np.int64(2)),(np.int64(8),np.int64(5),np.int64(2)),(np.int64(8),np.int64(4),np.int64(2)),(np.int64(8),np.int64(3),np.int64(2)),(np.int64(8),np.int64(2),np.int64(2)),(np.int64(7),np.int64(2),np.int64(2)),(np.int64(6),np.int64(2),np.int64(2)),(np.int64(6),np.int64(2),np.int64(1)),(6,2,0)]"
"(47,1)","[(4,2,0),(np.int64(4),np.int64(2),np.int64(1)),(np.int64(4),np.int64(2),np.int64(2)),(np.int64(4),np.int64(3),np.int64(2)),(np.int64(4),np.int64(4),np.int64(2)),(np.int64(4),np.int64(4),np.int64(3)),(np.int64(4),np.int64(5),np.int64(3)),(np.int64(4),np.int64(6),np.int64(3)),(np.int64(4),np.int64(7),np.int64(3)),(np.int64(4),np.int64(8),np.int64(3)),(np.int64(4),np.int64(8),np.int64(4)),(np.int64(4),np.int64(9),np.int64(4)),(np.int64(4),np.int64(10),np.int64(4)),(np.int64(4),np.int64(11),np.int64(4)),(np.int64(4),np.int64(12),np.int64(4)),(np.int64(4),np.int64(13),np.int64(4)),(np.int64(4),np.int64(14),np.int64(4)),(np.int64(4),np.int64(15),np.int64(4)),(np.int64(5),np.int64(15),np.int64(4)),(np.int64(6),np.int64(15),np.int64(4)),(np.int64(7),np.int64(15),np.int64(4)),(np.int64(8),np.int64(15),np.int64(4)),(np.int64(9),np.int64(15),np.int64(4)),(np.int64(10),np.int64(15),np.int64(4)),(np.int64(11),np.int64(15),np.int64(4)),(np.int64(12),np.int64(15),np.int64(4)),(np.int64(13),np.int64(15),np.int64(4)),(np.int64(14),np.int64(15),np.int64(4)),(np.int64(14),np.int64(15),np.int64(3)),(np.int64(14),np.int64(15),np.int64(2)),(np.int64(14),np.int64(15),np.int64(1)),(np.int64(15),np.int64(15),np.int64(1)),(15,15,0)]"
"(4,32)","[(3,14,0),(np.int64(4),np.int64(14),np.int64(0)),(np.int64(5),np.int64(14),np.int64(0)),(np.int64(5),np.int64(14),np.int64(1)),(np.int64(5),np.int64(13),np.int64(1)),(np.int64(5),np.int64(12),np.int64(1)),(np.int64(6),np.int64(12),np.int64(1)),(np.int64(6),np.int64(11),np.int64(1)),(np.int64(6),np.int64(10),np.int64(1)),(np.int64(6),np.int64(9),np.int64(1)),(6,9,0)]"
"(43,4)","[(15,13,0),(np.int64(15),np.int64(13),np.int64(1)),(np.int64(15),np.int64(13),np.int64(2)),(np.int64(15),np.int64(13),np.int64(3)),(np.int64(15),np.int64(13),np.int64(4)),(np.int64(14),np.int64(13),np.int64(4)),(np.int64(13),np.int64(13),np.int64(4)),(np.int64(12),np.int64(13),np.int64(4)),(np.int64(11),np.int64(13),np.int64(4)),(np.int64(10),np.int64(13),np.int64(4)),(np.int64(9),np.int64(13),np.int64(4)),(np.int64(8),np.int64(13),np.int64(4)),(np.int64(7),np.int64(13),np.int64(4)),(np.int64(6),np.int64(13),np.int64(4)),(np.int64(6),np.int64(12),np.int64(4)),(np.int64(6),np.int64(11),np.int64(4)),(np.int64(6),np.int64(10),np.int64(4)),(np.int64(6),np.int64(9),np.int64(4)),(np.int64(6),np.int64(8),np.int64(4)),(np.int64(6),np.int64(7),np.int64(4)),(np.int64(7),np.int64(7),np.int64(4)),(np.int64(7),np.int64(7),np.int64(3)),(np.int64(7),np.int64(7),np.int64(2)),(np.int64(6),np.int64(7),np.int64(2)),(np.int64(6),np.int64(7),np.int64(1)),(6,7,0)]"
"(6,45)","[(2,4,0),(np.int64(2),np.int64(3),np.int64(0)),(np.int64(1),np.int64(3),np.int64(0)),(np.int64(0),np.int64(3),np.int64(0)),(np.int64(0),np.int64(4),np.int64(0)),(np.int64(0),np.int64(4),np.int64(1)),(np.int64(0),np.int64(4),np.int64(2)),(np.int64(1),np.int64(4),np.int64(2)),(np.int64(1),np.int64(5),np.int64(2)),(np.int64(1),np.int64(6),np.int64(2)),(np.int64(2),np.int64(6),np.int64(2)),(np.int64(2),np.int64(7),np.int64(2)),(np.int64(2),np.int64(8),np.int64(2)),(np.int64(2),np.int64(9),np.int64(2)),(np.int64(3),np.int64(9),np.int64(2)),(np.int64(3),np.int64(10),np.int64(2)),(np.int64(3),np.int64(10),np.int64(1)),(np.int64(3),np.int64(11),np.int64(1)),(np.int64(4),np.int64(11),np.int64(1)),(4,11,0)]"
"(50,14)","[(1,7,0),(np.int64(1),np.int64(8),np.int64(0)),(np.int64(0),np.int64(8),np.int64(0)),(np.int64(0),np.int64(9),np.int64(0)),(np.int64(0),np.int64(10),np.int64(0)),(np.int64(0),np.int64(11),np.int64(0)),(np.int64(0),np.int64(12),np.int64(0)),(np.int64(1),np.int64(12),np.int64(0)),(2,12,0)]"
chip_2_net_7,944
