net,wires
"(13,14)","[(4,7,0),(np.int64(4),np.int64(8),np.int64(0)),(np.int64(4),np.int64(9),np.int64(0)),(np.int64(4),np.int64(10),np.int64(0)),(np.int64(5),np.int64(10),np.int64(0)),(np.int64(6),np.int64(10),np.int64(0)),(np.int64(7),np.int64(10),np.int64(0)),(np.int64(8),np.int64(10),np.int64(0)),(np.int64(9),np.int64(10),np.int64(0)),(np.int64(10),np.int64(10),np.int64(0)),(np.int64(11),np.int64(10),np.int64(0)),(12,10,0)]"
"(18,12)","[(11,4,0),(np.int64(12),np.int64(4),np.int64(0)),(np.int64(13),np.int64(4),np.int64(0)),(13,5,0)]"
"(12,13)","[(2,4,0),(np.int64(1),np.int64(4),np.int64(0)),(np.int64(1),np.int64(5),np.int64(0)),(np.int64(1),np.int64(6),np.int64(0)),(np.int64(2),np.int64(6),np.int64(0)),(np.int64(2),np.int64(7),np.int64(0)),(np.int64(2),np.int64(8),np.int64(0)),(np.int64(3),np.int64(8),np.int64(0)),(np.int64(3),np.int64(9),np.int64(0)),(3,10,0)]"
"(10,24)","[(12,10,0),(np.int64(13),np.int64(10),np.int64(0)),(np.int64(13),np.int64(9),np.int64(0)),(np.int64(13),np.int64(9),np.int64(1)),(np.int64(12),np.int64(9),np.int64(1)),(np.int64(11),np.int64(9),np.int64(1)),(np.int64(10),np.int64(9),np.int64(1)),(np.int64(9),np.int64(9),np.int64(1)),(np.int64(9),np.int64(8),np.int64(1)),(np.int64(9),np.int64(7),np.int64(1)),(np.int64(9),np.int64(6),np.int64(1)),(np.int64(9),np.int64(5),np.int64(1)),(np.int64(9),np.int64(4),np.int64(1)),(9,4,0)]"
"(17,22)","[(9,2,0),(np.int64(10),np.int64(2),np.int64(0)),(np.int64(11),np.int64(2),np.int64(0)),(np.int64(11),np.int64(3),np.int64(0)),(np.int64(10),np.int64(3),np.int64(0)),(np.int64(9),np.int64(3),np.int64(0)),(np.int64(8),np.int64(3),np.int64(0)),(np.int64(7),np.int64(3),np.int64(0)),(np.int64(6),np.int64(3),np.int64(0)),(np.int64(5),np.int64(3),np.int64(0)),(np.int64(4),np.int64(3),np.int64(0)),(np.int64(4),np.int64(4),np.int64(0)),(np.int64(4),np.int64(5),np.int64(0)),(np.int64(4),np.int64(6),np.int64(0)),(4,7,0)]"
"(9,19)","[(3,10,0),(np.int64(2),np.int64(10),np.int64(0)),(np.int64(1),np.int64(10),np.int64(0)),(1,11,0)]"
"(11,21)","[(16,5,0),(np.int64(15),np.int64(5),np.int64(0)),(np.int64(15),np.int64(5),np.int64(1)),(np.int64(15),np.int64(5),np.int64(2)),(np.int64(16),np.int64(5),np.int64(2)),(np.int64(16),np.int64(6),np.int64(2)),(np.int64(16),np.int64(6),np.int64(3)),(np.int64(16),np.int64(6),np.int64(4)),(np.int64(15),np.int64(6),np.int64(4)),(np.int64(14),np.int64(6),np.int64(4)),(np.int64(13),np.int64(6),np.int64(4)),(np.int64(12),np.int64(6),np.int64(4)),(np.int64(11),np.int64(6),np.int64(4)),(np.int64(10),np.int64(6),np.int64(4)),(np.int64(9),np.int64(6),np.int64(4)),(np.int64(8),np.int64(6),np.int64(4)),(np.int64(7),np.int64(6),np.int64(4)),(np.int64(6),np.int64(6),np.int64(4)),(np.int64(6),np.int64(6),np.int64(3)),(np.int64(6),np.int64(7),np.int64(3)),(np.int64(6),np.int64(7),np.int64(2)),(np.int64(6),np.int64(7),np.int64(1)),(np.int64(6),np.int64(8),np.int64(1)),(np.int64(6),np.int64(9),np.int64(1)),(np.int64(6),np.int64(10),np.int64(1)),(np.int64(6),np.int64(11),np.int64(1)),(6,11,0)]"
"(23,9)","[(13,5,0),(np.int64(12),np.int64(5),np.int64(0)),(np.int64(12),np.int64(6),np.int64(0)),(np.int64(12),np.int64(6),np.int64(1)),(np.int64(11),np.int64(6),np.int64(1)),(np.int64(11),np.int64(7),np.int64(1)),(11,7,0)]"
"(15,7)","[(1,11,0),(np.int64(2),np.int64(11),np.int64(0)),(np.int64(2),np.int64(10),np.int64(0)),(np.int64(2),np.int64(9),np.int64(0)),(np.int64(2),np.int64(8),np.int64(0)),(np.int64(2),np.int64(8),np.int64(1)),(np.int64(2),np.int64(7),np.int64(1)),(np.int64(2),np.int64(6),np.int64(1)),(np.int64(2),np.int64(5),np.int64(1)),(np.int64(2),np.int64(5),np.int64(0)),(2,4,0)]"
"(16,5)","[(9,2,0),(np.int64(8),np.int64(2),np.int64(0)),(np.int64(8),np.int64(3),np.int64(0)),(np.int64(8),np.int64(4),np.int64(0)),(np.int64(8),np.int64(5),np.int64(0)),(np.int64(8),np.int64(6),np.int64(0)),(np.int64(8),np.int64(7),np.int64(0)),(8,8,0)]"
"(15,8)","[(6,11,0),(np.int64(7),np.int64(11),np.int64(0)),(np.int64(7),np.int64(12),np.int64(0)),(np.int64(7),np.int64(12),np.int64(1)),(np.int64(7),np.int64(12),np.int64(2)),(np.int64(7),np.int64(12),np.int64(3)),(np.int64(7),np.int64(11),np.int64(3)),(np.int64(7),np.int64(10),np.int64(3)),(np.int64(7),np.int64(9),np.int64(3)),(np.int64(7),np.int64(8),np.int64(3)),(np.int64(7),np.int64(7),np.int64(3)),(np.int64(7),np.int64(6),np.int64(3)),(np.int64(7),np.int64(5),np.int64(3)),(np.int64(7),np.int64(4),np.int64(3)),(np.int64(7),np.int64(3),np.int64(3)),(np.int64(7),np.int64(2),np.int64(3)),(np.int64(7),np.int64(2),np.int64(2)),(np.int64(7),np.int64(2),np.int64(1)),(np.int64(8),np.int64(2),np.int64(1)),(np.int64(9),np.int64(2),np.int64(1)),(9,2,0)]"
"(1,16)","[(1,1,0),(np.int64(1),np.int64(2),np.int64(0)),(1,3,0)]"
"(6,18)","[(16,7,0),(np.int64(15),np.int64(7),np.int64(0)),(np.int64(15),np.int64(7),np.int64(1)),(np.int64(14),np.int64(7),np.int64(1)),(np.int64(13),np.int64(7),np.int64(1)),(np.int64(13),np.int64(7),np.int64(2)),(np.int64(12),np.int64(7),np.int64(2)),(np.int64(11),np.int64(7),np.int64(2)),(np.int64(11),np.int64(7),np.int64(3)),(np.int64(10),np.int64(7),np.int64(3)),(np.int64(9),np.int64(7),np.int64(3)),(np.int64(9),np.int64(6),np.int64(3)),(np.int64(9),np.int64(5),np.int64(3)),(np.int64(9),np.int64(5),np.int64(4)),(np.int64(8),np.int64(5),np.int64(4)),(np.int64(7),np.int64(5),np.int64(4)),(np.int64(6),np.int64(5),np.int64(4)),(np.int64(5),np.int64(5),np.int64(4)),(np.int64(4),np.int64(5),np.int64(4)),(np.int64(4),np.int64(4),np.int64(4)),(np.int64(3),np.int64(4),np.int64(4)),(np.int64(2),np.int64(4),np.int64(4)),(np.int64(1),np.int64(4),np.int64(4)),(np.int64(1),np.int64(4),np.int64(3)),(np.int64(1),np.int64(4),np.int64(2)),(np.int64(1),np.int64(4),np.int64(1)),(np.int64(1),np.int64(3),np.int64(1)),(1,3,0)]"
"(15,6)","[(11,7,0),(np.int64(11),np.int64(8),np.int64(0)),(np.int64(11),np.int64(8),np.int64(1)),(np.int64(12),np.int64(8),np.int64(1)),(np.int64(13),np.int64(8),np.int64(1)),(np.int64(14),np.int64(8),np.int64(1)),(np.int64(15),np.int64(8),np.int64(1)),(np.int64(16),np.int64(8),np.int64(1)),(np.int64(16),np.int64(7),np.int64(1)),(16,7,0)]"
"(23,11)","[(3,10,0),(np.int64(3),np.int64(11),np.int64(0)),(np.int64(3),np.int64(11),np.int64(1)),(np.int64(4),np.int64(11),np.int64(1)),(np.int64(5),np.int64(11),np.int64(1)),(np.int64(5),np.int64(10),np.int64(1)),(np.int64(5),np.int64(10),np.int64(2)),(np.int64(6),np.int64(10),np.int64(2)),(np.int64(7),np.int64(10),np.int64(2)),(np.int64(7),np.int64(10),np.int64(1)),(np.int64(7),np.int64(11),np.int64(1)),(np.int64(8),np.int64(11),np.int64(1)),(np.int64(9),np.int64(11),np.int64(1)),(np.int64(10),np.int64(11),np.int64(1)),(np.int64(11),np.int64(11),np.int64(1)),(np.int64(12),np.int64(11),np.int64(1)),(np.int64(13),np.int64(11),np.int64(1)),(np.int64(14),np.int64(11),np.int64(1)),(np.int64(15),np.int64(11),np.int64(1)),(15,11,0)]"
"(25,13)","[(6,4,0),(np.int64(6),np.int64(4),np.int64(1)),(np.int64(5),np.int64(4),np.int64(1)),(np.int64(5),np.int64(3),np.int64(1)),(np.int64(5),np.int64(2),np.int64(1)),(np.int64(4),np.int64(2),np.int64(1)),(np.int64(3),np.int64(2),np.int64(1)),(np.int64(3),np.int64(2),np.int64(0)),(2,2,0)]"
"(11,6)","[(1,7,0),(np.int64(0),np.int64(7),np.int64(0)),(np.int64(0),np.int64(6),np.int64(0)),(np.int64(0),np.int64(6),np.int64(1)),(np.int64(0),np.int64(6),np.int64(2)),(np.int64(0),np.int64(5),np.int64(2)),(np.int64(0),np.int64(4),np.int64(2)),(np.int64(0),np.int64(3),np.int64(2)),(np.int64(1),np.int64(3),np.int64(2)),(np.int64(1),np.int64(2),np.int64(2)),(np.int64(1),np.int64(1),np.int64(2)),(np.int64(1),np.int64(1),np.int64(1)),(1,1,0)]"
"(20,9)","[(16,5,0),(np.int64(16),np.int64(5),np.int64(1)),(np.int64(17),np.int64(5),np.int64(1)),(np.int64(17),np.int64(5),np.int64(2)),(np.int64(17),np.int64(6),np.int64(2)),(np.int64(17),np.int64(7),np.int64(2)),(np.int64(17),np.int64(8),np.int64(2)),(np.int64(17),np.int64(9),np.int64(2)),(np.int64(16),np.int64(9),np.int64(2)),(np.int64(16),np.int64(9),np.int64(1)),(np.int64(15),np.int64(9),np.int64(1)),(np.int64(14),np.int64(9),np.int64(1)),(np.int64(14),np.int64(10),np.int64(1)),(np.int64(13),np.int64(10),np.int64(1)),(np.int64(12),np.int64(10),np.int64(1)),(12,10,0)]"
"(19,22)","[(8,8,0),(np.int64(8),np.int64(9),np.int64(0)),(np.int64(8),np.int64(9),np.int64(1)),(np.int64(8),np.int64(10),np.int64(1)),(np.int64(9),np.int64(10),np.int64(1)),(np.int64(9),np.int64(10),np.int64(2)),(np.int64(9),np.int64(9),np.int64(2)),(np.int64(9),np.int64(8),np.int64(2)),(np.int64(9),np.int64(7),np.int64(2)),(np.int64(9),np.int64(6),np.int64(2)),(np.int64(9),np.int64(5),np.int64(2)),(np.int64(10),np.int64(5),np.int64(2)),(np.int64(11),np.int64(5),np.int64(2)),(np.int64(11),np.int64(4),np.int64(2)),(np.int64(11),np.int64(4),np.int64(1)),(11,4,0)]"
"(2,23)","[(15,4,0),(np.int64(15),np.int64(3),np.int64(0)),(np.int64(15),np.int64(2),np.int64(0)),(np.int64(15),np.int64(2),np.int64(1)),(np.int64(14),np.int64(2),np.int64(1)),(np.int64(13),np.int64(2),np.int64(1)),(np.int64(12),np.int64(2),np.int64(1)),(np.int64(11),np.int64(2),np.int64(1)),(np.int64(10),np.int64(2),np.int64(1)),(np.int64(10),np.int64(2),np.int64(2)),(np.int64(9),np.int64(2),np.int64(2)),(np.int64(8),np.int64(2),np.int64(2)),(np.int64(8),np.int64(3),np.int64(2)),(np.int64(8),np.int64(4),np.int64(2)),(np.int64(8),np.int64(5),np.int64(2)),(np.int64(8),np.int64(6),np.int64(2)),(np.int64(8),np.int64(7),np.int64(2)),(np.int64(8),np.int64(8),np.int64(2)),(np.int64(8),np.int64(8),np.int64(1)),(8,8,0)]"
"(12,16)","[(4,7,0),(np.int64(5),np.int64(7),np.int64(0)),(np.int64(5),np.int64(8),np.int64(0)),(np.int64(4),np.int64(8),np.int64(0)),(np.int64(3),np.int64(8),np.int64(0)),(np.int64(3),np.int64(8),np.int64(1)),(np.int64(3),np.int64(9),np.int64(1)),(np.int64(3),np.int64(10),np.int64(1)),(3,10,0)]"
"(16,14)","[(11,4,0),(np.int64(10),np.int64(4),np.int64(0)),(np.int64(10),np.int64(4),np.int64(1)),(np.int64(10),np.int64(4),np.int64(2)),(np.int64(10),np.int64(4),np.int64(3)),(np.int64(10),np.int64(3),np.int64(3)),(np.int64(9),np.int64(3),np.int64(3)),(np.int64(8),np.int64(3),np.int64(3)),(np.int64(8),np.int64(2),np.int64(3)),(np.int64(8),np.int64(1),np.int64(3)),(np.int64(7),np.int64(1),np.int64(3)),(np.int64(6),np.int64(1),np.int64(3)),(np.int64(5),np.int64(1),np.int64(3)),(np.int64(4),np.int64(1),np.int64(3)),(np.int64(3),np.int64(1),np.int64(3)),(np.int64(2),np.int64(1),np.int64(3)),(np.int64(2),np.int64(1),np.int64(2)),(np.int64(2),np.int64(1),np.int64(1)),(np.int64(2),np.int64(1),np.int64(0)),(2,2,0)]"
"(5,4)","[(15,11,0),(np.int64(16),np.int64(11),np.int64(0)),(np.int64(16),np.int64(11),np.int64(1)),(np.int64(16),np.int64(11),np.int64(2)),(np.int64(15),np.int64(11),np.int64(2)),(np.int64(14),np.int64(11),np.int64(2)),(np.int64(13),np.int64(11),np.int64(2)),(np.int64(12),np.int64(11),np.int64(2)),(np.int64(11),np.int64(11),np.int64(2)),(np.int64(10),np.int64(11),np.int64(2)),(np.int64(9),np.int64(11),np.int64(2)),(np.int64(8),np.int64(11),np.int64(2)),(np.int64(7),np.int64(11),np.int64(2)),(np.int64(6),np.int64(11),np.int64(2)),(np.int64(5),np.int64(11),np.int64(2)),(np.int64(4),np.int64(11),np.int64(2)),(np.int64(3),np.int64(11),np.int64(2)),(np.int64(2),np.int64(11),np.int64(2)),(np.int64(1),np.int64(11),np.int64(2)),(np.int64(1),np.int64(11),np.int64(1)),(1,11,0)]"
"(2,22)","[(16,5,0),(np.int64(17),np.int64(5),np.int64(0)),(np.int64(17),np.int64(6),np.int64(0)),(np.int64(17),np.int64(7),np.int64(0)),(np.int64(17),np.int64(8),np.int64(0)),(np.int64(17),np.int64(9),np.int64(0)),(np.int64(16),np.int64(9),np.int64(0)),(np.int64(15),np.int64(9),np.int64(0)),(np.int64(14),np.int64(9),np.int64(0)),(14,10,0)]"
"(9,24)","[(10,11,0),(np.int64(11),np.int64(11),np.int64(0)),(np.int64(12),np.int64(11),np.int64(0)),(12,10,0)]"
"(4,1)","[(9,4,0),(np.int64(9),np.int64(5),np.int64(0)),(np.int64(10),np.int64(5),np.int64(0)),(np.int64(11),np.int64(5),np.int64(0)),(np.int64(11),np.int64(6),np.int64(0)),(11,7,0)]"
"(7,10)","[(2,4,0),(np.int64(2),np.int64(3),np.int64(0)),(np.int64(3),np.int64(3),np.int64(0)),(np.int64(3),np.int64(3),np.int64(1)),(np.int64(4),np.int64(3),np.int64(1)),(np.int64(4),np.int64(4),np.int64(1)),(np.int64(4),np.int64(5),np.int64(1)),(np.int64(4),np.int64(6),np.int64(1)),(np.int64(4),np.int64(7),np.int64(1)),(4,7,0)]"
"(15,2)","[(9,2,0),(np.int64(9),np.int64(3),np.int64(0)),(np.int64(9),np.int64(3),np.int64(1)),(np.int64(10),np.int64(3),np.int64(1)),(np.int64(11),np.int64(3),np.int64(1)),(np.int64(11),np.int64(3),np.int64(0)),(11,4,0)]"
"(20,10)","[(6,11,0),(np.int64(5),np.int64(11),np.int64(0)),(np.int64(4),np.int64(11),np.int64(0)),(np.int64(4),np.int64(12),np.int64(0)),(np.int64(3),np.int64(12),np.int64(0)),(np.int64(2),np.int64(12),np.int64(0)),(np.int64(2),np.int64(12),np.int64(1)),(np.int64(2),np.int64(11),np.int64(1)),(np.int64(2),np.int64(10),np.int64(1)),(np.int64(2),np.int64(10),np.int64(2)),(np.int64(2),np.int64(10),np.int64(3)),(np.int64(2),np.int64(9),np.int64(3)),(np.int64(2),np.int64(8),np.int64(3)),(np.int64(2),np.int64(7),np.int64(3)),(np.int64(2),np.int64(6),np.int64(3)),(np.int64(2),np.int64(5),np.int64(3)),(np.int64(2),np.int64(4),np.int64(3)),(np.int64(2),np.int64(3),np.int64(3)),(np.int64(2),np.int64(2),np.int64(3)),(np.int64(2),np.int64(2),np.int64(2)),(np.int64(2),np.int64(2),np.int64(1)),(2,2,0)]"
"(13,21)","[(4,7,0),(np.int64(3),np.int64(7),np.int64(0)),(np.int64(3),np.int64(7),np.int64(1)),(np.int64(3),np.int64(6),np.int64(1)),(np.int64(3),np.int64(6),np.int64(2)),(np.int64(2),np.int64(6),np.int64(2)),(np.int64(1),np.int64(6),np.int64(2)),(np.int64(1),np.int64(5),np.int64(2)),(np.int64(1),np.int64(5),np.int64(1)),(np.int64(0),np.int64(5),np.int64(1)),(np.int64(0),np.int64(4),np.int64(1)),(np.int64(0),np.int64(3),np.int64(1)),(np.int64(0),np.int64(3),np.int64(0)),(1,3,0)]"
chip_1_net_5,3813
