net,wires
"(29,41)","[(6,2,0),(np.int64(7),np.int64(2),np.int64(0)),(np.int64(8),np.int64(2),np.int64(0)),(np.int64(9),np.int64(2),np.int64(0)),(np.int64(9),np.int64(1),np.int64(0)),(np.int64(9),np.int64(0),np.int64(0)),(np.int64(8),np.int64(0),np.int64(0)),(np.int64(7),np.int64(0),np.int64(0)),(np.int64(6),np.int64(0),np.int64(0)),(np.int64(5),np.int64(0),np.int64(0)),(np.int64(4),np.int64(0),np.int64(0)),(np.int64(3),np.int64(0),np.int64(0)),(np.int64(2),np.int64(0),np.int64(0)),(np.int64(1),np.int64(0),np.int64(0)),(1,1,0)]"
"(27,9)","[(1,1,0),(np.int64(2),np.int64(1),np.int64(0)),(np.int64(3),np.int64(1),np.int64(0)),(np.int64(4),np.int64(1),np.int64(0)),(np.int64(5),np.int64(1),np.int64(0)),(np.int64(5),np.int64(2),np.int64(0)),(np.int64(5),np.int64(3),np.int64(0)),(np.int64(6),np.int64(3),np.int64(0)),(np.int64(7),np.int64(3),np.int64(0)),(np.int64(8),np.int64(3),np.int64(0)),(np.int64(8),np.int64(4),np.int64(0)),(np.int64(9),np.int64(4),np.int64(0)),(np.int64(9),np.int64(5),np.int64(0)),(np.int64(10),np.int64(5),np.int64(0)),(np.int64(10),np.int64(6),np.int64(0)),(np.int64(10),np.int64(7),np.int64(0)),(np.int64(11),np.int64(7),np.int64(0)),(11,8,0)]"
"(40,49)","[(10,4,0),(np.int64(11),np.int64(4),np.int64(0)),(np.int64(12),np.int64(4),np.int64(0)),(np.int64(13),np.int64(4),np.int64(0)),(np.int64(14),np.int64(4),np.int64(0)),(np.int64(14),np.int64(5),np.int64(0)),(np.int64(13),np.int64(5),np.int64(0)),(np.int64(13),np.int64(6),np.int64(0)),(np.int64(12),np.int64(6),np.int64(0)),(np.int64(11),np.int64(6),np.int64(0)),(np.int64(11),np.int64(6),np.int64(1)),(np.int64(11),np.int64(7),np.int64(1)),(np.int64(11),np.int64(8),np.int64(1)),(np.int64(11),np.int64(9),np.int64(1)),(np.int64(11),np.int64(10),np.int64(1)),(np.int64(11),np.int64(11),np.int64(1)),(11,11,0)]"
"(18,4)","[(15,10,0),(np.int64(16),np.int64(10),np.int64(0)),(np.int64(17),np.int64(10),np.int64(0)),(np.int64(17),np.int64(11),np.int64(0)),(np.int64(17),np.int64(11),np.int64(1)),(np.int64(16),np.int64(11),np.int64(1)),(np.int64(16),np.int64(10),np.int64(1)),(np.int64(16),np.int64(9),np.int64(1)),(np.int64(16),np.int64(8),np.int64(1)),(np.int64(15),np.int64(8),np.int64(1)),(15,8,0)]"
"(9,28)","[(12,5,0),(np.int64(13),np.int64(5),np.int64(0)),(np.int64(13),np.int64(4),np.int64(0)),(np.int64(13),np.int64(4),np.int64(1)),(np.int64(12),np.int64(4),np.int64(1)),(np.int64(12),np.int64(5),np.int64(1)),(np.int64(12),np.int64(6),np.int64(1)),(np.int64(12),np.int64(7),np.int64(1)),(np.int64(12),np.int64(8),np.int64(1)),(np.int64(12),np.int64(9),np.int64(1)),(np.int64(12),np.int64(9),np.int64(0)),(12,10,0)]"
"(44,45)","[(1,7,0),(np.int64(0),np.int64(7),np.int64(0)),(np.int64(0),np.int64(8),np.int64(0)),(np.int64(0),np.int64(9),np.int64(0)),(np.int64(0),np.int64(10),np.int64(0)),(np.int64(0),np.int64(11),np.int64(0)),(np.int64(0),np.int64(11),np.int64(1)),(np.int64(0),np.int64(11),np.int64(2)),(np.int64(0),np.int64(12),np.int64(2)),(np.int64(1),np.int64(12),np.int64(2)),(np.int64(2),np.int64(12),np.int64(2)),(np.int64(3),np.int64(12),np.int64(2)),(np.int64(3),np.int64(13),np.int64(2)),(np.int64(3),np.int64(14),np.int64(2)),(np.int64(3),np.int64(14),np.int64(1)),(3,14,0)]"
"(20,34)","[(6,7,0),(np.int64(7),np.int64(7),np.int64(0)),(np.int64(8),np.int64(7),np.int64(0)),(np.int64(9),np.int64(7),np.int64(0)),(np.int64(9),np.int64(7),np.int64(1)),(np.int64(8),np.int64(7),np.int64(1)),(np.int64(7),np.int64(7),np.int64(1)),(np.int64(6),np.int64(7),np.int64(1)),(np.int64(5),np.int64(7),np.int64(1)),(np.int64(4),np.int64(7),np.int64(1)),(np.int64(3),np.int64(7),np.int64(1)),(np.int64(3),np.int64(8),np.int64(1)),(np.int64(3),np.int64(9),np.int64(1)),(np.int64(3),np.int64(10),np.int64(1)),(np.int64(3),np.int64(10),np.int64(0)),(np.int64(3),np.int64(11),np.int64(0)),(np.int64(2),np.int64(11),np.int64(0)),(2,12,0)]"
"(13,33)","[(16,9,0),(np.int64(17),np.int64(9),np.int64(0)),(np.int64(17),np.int64(8),np.int64(0)),(np.int64(17),np.int64(7),np.int64(0)),(np.int64(16),np.int64(7),np.int64(0)),(np.int64(16),np.int64(6),np.int64(0)),(np.int64(16),np.int64(5),np.int64(0)),(np.int64(16),np.int64(4),np.int64(0)),(np.int64(16),np.int64(3),np.int64(0)),(np.int64(16),np.int64(2),np.int64(0)),(16,1,0)]"
"(24,44)","[(13,1,0),(np.int64(14),np.int64(1),np.int64(0)),(np.int64(15),np.int64(1),np.int64(0)),(np.int64(15),np.int64(2),np.int64(0)),(np.int64(14),np.int64(2),np.int64(0)),(np.int64(14),np.int64(2),np.int64(1)),(np.int64(13),np.int64(2),np.int64(1)),(np.int64(12),np.int64(2),np.int64(1)),(np.int64(11),np.int64(2),np.int64(1)),(np.int64(11),np.int64(1),np.int64(1)),(11,1,0)]"
"(25,24)","[(3,14,0),(np.int64(4),np.int64(14),np.int64(0)),(np.int64(5),np.int64(14),np.int64(0)),(np.int64(6),np.int64(14),np.int64(0)),(np.int64(7),np.int64(14),np.int64(0)),(np.int64(8),np.int64(14),np.int64(0)),(np.int64(9),np.int64(14),np.int64(0)),(np.int64(10),np.int64(14),np.int64(0)),(np.int64(11),np.int64(14),np.int64(0)),(np.int64(11),np.int64(15),np.int64(0)),(np.int64(11),np.int64(15),np.int64(1)),(np.int64(10),np.int64(15),np.int64(1)),(np.int64(9),np.int64(15),np.int64(1)),(np.int64(9),np.int64(14),np.int64(1)),(np.int64(9),np.int64(13),np.int64(1)),(np.int64(9),np.int64(12),np.int64(1)),(np.int64(9),np.int64(11),np.int64(1)),(np.int64(9),np.int64(10),np.int64(1)),(np.int64(9),np.int64(9),np.int64(1)),(np.int64(9),np.int64(8),np.int64(1)),(np.int64(9),np.int64(7),np.int64(1)),(np.int64(9),np.int64(6),np.int64(1)),(np.int64(9),np.int64(5),np.int64(1)),(np.int64(9),np.int64(4),np.int64(1)),(np.int64(9),np.int64(3),np.int64(1)),(9,3,0)]"
"(27,2)","[(3,14,0),(np.int64(2),np.int64(14),np.int64(0)),(np.int64(2),np.int64(13),np.int64(0)),(np.int64(3),np.int64(13),np.int64(0)),(np.int64(4),np.int64(13),np.int64(0)),(np.int64(5),np.int64(13),np.int64(0)),(np.int64(5),np.int64(12),np.int64(0)),(np.int64(6),np.int64(12),np.int64(0)),(np.int64(7),np.int64(12),np.int64(0)),(np.int64(7),np.int64(13),np.int64(0)),(np.int64(8),np.int64(13),np.int64(0)),(np.int64(9),np.int64(13),np.int64(0)),(np.int64(10),np.int64(13),np.int64(0)),(np.int64(10),np.int64(12),np.int64(0)),(10,11,0)]"
"(19,28)","[(6,13,0),(np.int64(7),np.int64(13),np.int64(0)),(np.int64(7),np.int64(14),np.int64(0)),(np.int64(7),np.int64(15),np.int64(0)),(np.int64(7),np.int64(15),np.int64(1)),(np.int64(7),np.int64(14),np.int64(1)),(np.int64(7),np.int64(13),np.int64(1)),(np.int64(7),np.int64(12),np.int64(1)),(np.int64(7),np.int64(11),np.int64(1)),(np.int64(7),np.int64(10),np.int64(1)),(np.int64(7),np.int64(9),np.int64(1)),(np.int64(7),np.int64(8),np.int64(1)),(7,8,0)]"
"(34,37)","[(8,12,0),(np.int64(9),np.int64(12),np.int64(0)),(np.int64(10),np.int64(12),np.int64(0)),(np.int64(11),np.int64(12),np.int64(0)),(np.int64(12),np.int64(12),np.int64(0)),(np.int64(13),np.int64(12),np.int64(0)),(np.int64(14),np.int64(12),np.int64(0)),(np.int64(14),np.int64(11),np.int64(0)),(np.int64(13),np.int64(11),np.int64(0)),(np.int64(13),np.int64(11),np.int64(1)),(np.int64(13),np.int64(11),np.int64(2)),(np.int64(13),np.int64(10),np.int64(2)),(np.int64(13),np.int64(9),np.int64(2)),(np.int64(13),np.int64(9),np.int64(1)),(13,9,0)]"
"(39,17)","[(1,7,0),(np.int64(1),np.int64(6),np.int64(0)),(np.int64(1),np.int64(5),np.int64(0)),(np.int64(1),np.int64(4),np.int64(0)),(np.int64(1),np.int64(4),np.int64(1)),(np.int64(1),np.int64(3),np.int64(1)),(np.int64(1),np.int64(2),np.int64(1)),(np.int64(1),np.int64(2),np.int64(2)),(np.int64(2),np.int64(2),np.int64(2)),(np.int64(3),np.int64(2),np.int64(2)),(np.int64(4),np.int64(2),np.int64(2)),(np.int64(5),np.int64(2),np.int64(2)),(np.int64(6),np.int64(2),np.int64(2)),(np.int64(7),np.int64(2),np.int64(2)),(np.int64(8),np.int64(2),np.int64(2)),(np.int64(9),np.int64(2),np.int64(2)),(np.int64(10),np.int64(2),np.int64(2)),(np.int64(11),np.int64(2),np.int64(2)),(np.int64(11),np.int64(2),np.int64(3)),(np.int64(12),np.int64(2),np.int64(3)),(np.int64(13),np.int64(2),np.int64(3)),(np.int64(13),np.int64(3),np.int64(3)),(np.int64(13),np.int64(3),np.int64(2)),(np.int64(13),np.int64(3),np.int64(1)),(13,3,0)]"
"(31,10)","[(9,8,0),(np.int64(10),np.int64(8),np.int64(0)),(np.int64(10),np.int64(9),np.int64(0)),(np.int64(10),np.int64(9),np.int64(1)),(np.int64(10),np.int64(8),np.int64(1)),(np.int64(10),np.int64(7),np.int64(1)),(np.int64(10),np.int64(6),np.int64(1)),(np.int64(10),np.int64(5),np.int64(1)),(np.int64(10),np.int64(4),np.int64(1)),(np.int64(9),np.int64(4),np.int64(1)),(np.int64(9),np.int64(4),np.int64(0)),(9,3,0)]"
"(26,50)","[(9,6,0),(np.int64(8),np.int64(6),np.int64(0)),(np.int64(8),np.int64(5),np.int64(0)),(np.int64(7),np.int64(5),np.int64(0)),(np.int64(6),np.int64(5),np.int64(0)),(np.int64(5),np.int64(5),np.int64(0)),(np.int64(4),np.int64(5),np.int64(0)),(np.int64(4),np.int64(6),np.int64(0)),(np.int64(4),np.int64(7),np.int64(0)),(np.int64(4),np.int64(8),np.int64(0)),(np.int64(4),np.int64(9),np.int64(0)),(np.int64(4),np.int64(10),np.int64(0)),(np.int64(5),np.int64(10),np.int64(0)),(np.int64(5),np.int64(11),np.int64(0)),(np.int64(5),np.int64(12),np.int64(0)),(np.int64(4),np.int64(12),np.int64(0)),(np.int64(3),np.int64(12),np.int64(0)),(np.int64(3),np.int64(13),np.int64(0)),(3,14,0)]"
"(13,25)","[(11,11,0),(np.int64(11),np.int64(12),np.int64(0)),(np.int64(11),np.int64(13),np.int64(0)),(np.int64(10),np.int64(13),np.int64(0)),(np.int64(10),np.int64(14),np.int64(0)),(np.int64(10),np.int64(14),np.int64(1)),(np.int64(9),np.int64(14),np.int64(1)),(np.int64(8),np.int64(14),np.int64(1)),(np.int64(7),np.int64(14),np.int64(1)),(np.int64(6),np.int64(14),np.int64(1)),(np.int64(6),np.int64(15),np.int64(1)),(6,15,0)]"
"(17,2)","[(7,10,0),(np.int64(8),np.int64(10),np.int64(0)),(np.int64(9),np.int64(10),np.int64(0)),(np.int64(9),np.int64(11),np.int64(0)),(np.int64(8),np.int64(11),np.int64(0)),(np.int64(8),np.int64(11),np.int64(1)),(np.int64(9),np.int64(11),np.int64(1)),(np.int64(9),np.int64(11),np.int64(2)),(np.int64(9),np.int64(10),np.int64(2)),(np.int64(9),np.int64(9),np.int64(2)),(np.int64(9),np.int64(8),np.int64(2)),(np.int64(9),np.int64(7),np.int64(2)),(np.int64(9),np.int64(6),np.int64(2)),(np.int64(9),np.int64(6),np.int64(1)),(9,6,0)]"
"(32,5)","[(1,15,0),(np.int64(1),np.int64(15),np.int64(1)),(np.int64(2),np.int64(15),np.int64(1)),(np.int64(2),np.int64(15),np.int64(2)),(np.int64(3),np.int64(15),np.int64(2)),(np.int64(4),np.int64(15),np.int64(2)),(np.int64(5),np.int64(15),np.int64(2)),(np.int64(6),np.int64(15),np.int64(2)),(np.int64(7),np.int64(15),np.int64(2)),(np.int64(8),np.int64(15),np.int64(2)),(np.int64(9),np.int64(15),np.int64(2)),(np.int64(10),np.int64(15),np.int64(2)),(np.int64(11),np.int64(15),np.int64(2)),(np.int64(12),np.int64(15),np.int64(2)),(np.int64(13),np.int64(15),np.int64(2)),(np.int64(14),np.int64(15),np.int64(2)),(np.int64(15),np.int64(15),np.int64(2)),(np.int64(15),np.int64(14),np.int64(2)),(np.int64(15),np.int64(13),np.int64(2)),(np.int64(15),np.int64(13),np.int64(1)),(15,13,0)]"
"(35,6)","[(9,8,0),(np.int64(8),np.int64(8),np.int64(0)),(np.int64(8),np.int64(8),np.int64(1)),(np.int64(7),np.int64(8),np.int64(1)),(np.int64(6),np.int64(8),np.int64(1)),(np.int64(5),np.int64(8),np.int64(1)),(np.int64(5),np.int64(7),np.int64(1)),(np.int64(5),np.int64(6),np.int64(1)),(np.int64(6),np.int64(6),np.int64(1)),(np.int64(6),np.int64(5),np.int64(1)),(np.int64(6),np.int64(4),np.int64(1)),(np.int64(6),np.int64(3),np.int64(1)),(np.int64(6),np.int64(2),np.int64(1)),(np.int64(6),np.int64(1),np.int64(1)),(6,1,0)]"
"(33,12)","[(8,12,0),(np.int64(8),np.int64(11),np.int64(0)),(np.int64(8),np.int64(10),np.int64(0)),(np.int64(8),np.int64(9),np.int64(0)),(np.int64(7),np.int64(9),np.int64(0)),(np.int64(7),np.int64(9),np.int64(1)),(np.int64(6),np.int64(9),np.int64(1)),(np.int64(6),np.int64(8),np.int64(1)),(np.int64(6),np.int64(7),np.int64(1)),(6,7,0)]"
"(2,4)","[(15,13,0),(np.int64(14),np.int64(13),np.int64(0)),(np.int64(13),np.int64(13),np.int64(0)),(np.int64(13),np.int64(12),np.int64(0)),(np.int64(13),np.int64(12),np.int64(1)),(np.int64(12),np.int64(12),np.int64(1)),(np.int64(11),np.int64(12),np.int64(1)),(np.int64(10),np.int64(12),np.int64(1)),(np.int64(9),np.int64(12),np.int64(1)),(np.int64(8),np.int64(12),np.int64(1)),(np.int64(7),np.int64(12),np.int64(1)),(np.int64(7),np.int64(12),np.int64(0)),(np.int64(7),np.int64(11),np.int64(0)),(7,10,0)]"
"(20,31)","[(9,6,0),(np.int64(10),np.int64(6),np.int64(0)),(np.int64(10),np.int64(6),np.int64(1)),(np.int64(10),np.int64(6),np.int64(2)),(np.int64(9),np.int64(6),np.int64(2)),(np.int64(8),np.int64(6),np.int64(2)),(np.int64(7),np.int64(6),np.int64(2)),(np.int64(6),np.int64(6),np.int64(2)),(np.int64(5),np.int64(6),np.int64(2)),(np.int64(4),np.int64(6),np.int64(2)),(np.int64(4),np.int64(5),np.int64(2)),(np.int64(4),np.int64(4),np.int64(2)),(np.int64(4),np.int64(4),np.int64(1)),(4,4,0)]"
"(29,46)","[(6,8,0),(np.int64(6),np.int64(8),np.int64(1)),(np.int64(6),np.int64(8),np.int64(2)),(np.int64(6),np.int64(9),np.int64(2)),(np.int64(6),np.int64(10),np.int64(2)),(np.int64(6),np.int64(11),np.int64(2)),(np.int64(6),np.int64(12),np.int64(2)),(np.int64(6),np.int64(13),np.int64(2)),(np.int64(6),np.int64(14),np.int64(2)),(np.int64(6),np.int64(14),np.int64(1)),(np.int64(6),np.int64(14),np.int64(0)),(6,15,0)]"
"(1,13)","[(12,5,0),(np.int64(11),np.int64(5),np.int64(0)),(np.int64(10),np.int64(5),np.int64(0)),(np.int64(10),np.int64(5),np.int64(1)),(np.int64(11),np.int64(5),np.int64(1)),(np.int64(11),np.int64(5),np.int64(2)),(np.int64(11),np.int64(6),np.int64(2)),(np.int64(11),np.int64(7),np.int64(2)),(np.int64(11),np.int64(8),np.int64(2)),(np.int64(11),np.int64(9),np.int64(2)),(np.int64(11),np.int64(10),np.int64(2)),(np.int64(11),np.int64(11),np.int64(2)),(np.int64(11),np.int64(12),np.int64(2)),(np.int64(11),np.int64(13),np.int64(2)),(np.int64(11),np.int64(14),np.int64(2)),(np.int64(11),np.int64(14),np.int64(1)),(np.int64(11),np.int64(14),np.int64(0)),(12,14,0)]"
"(3,18)","[(10,15,0),(np.int64(10),np.int64(15),np.int64(1)),(np.int64(10),np.int64(14),np.int64(1)),(np.int64(11),np.int64(14),np.int64(1)),(np.int64(11),np.int64(13),np.int64(1)),(np.int64(11),np.int64(12),np.int64(1)),(np.int64(11),np.int64(11),np.int64(1)),(np.int64(12),np.int64(11),np.int64(1)),(np.int64(13),np.int64(11),np.int64(1)),(np.int64(14),np.int64(11),np.int64(1)),(np.int64(15),np.int64(11),np.int64(1)),(np.int64(16),np.int64(11),np.int64(1)),(16,11,0)]"
"(21,48)","[(6,9,0),(np.int64(6),np.int64(10),np.int64(0)),(np.int64(6),np.int64(10),np.int64(1)),(np.int64(5),np.int64(10),np.int64(1)),(np.int64(4),np.int64(10),np.int64(1)),(np.int64(4),np.int64(9),np.int64(1)),(np.int64(4),np.int64(8),np.int64(1)),(np.int64(4),np.int64(7),np.int64(1)),(np.int64(4),np.int64(6),np.int64(1)),(np.int64(5),np.int64(6),np.int64(1)),(np.int64(5),np.int64(5),np.int64(1)),(np.int64(6),np.int64(5),np.int64(1)),(np.int64(6),np.int64(5),np.int64(0)),(np.int64(6),np.int64(4),np.int64(0)),(np.int64(6),np.int64(3),np.int64(0)),(6,2,0)]"
"(5,16)","[(1,1,0),(np.int64(0),np.int64(1),np.int64(0)),(np.int64(0),np.int64(2),np.int64(0)),(np.int64(1),np.int64(2),np.int64(0)),(np.int64(2),np.int64(2),np.int64(0)),(np.int64(3),np.int64(2),np.int64(0)),(np.int64(3),np.int64(3),np.int64(0)),(np.int64(4),np.int64(3),np.int64(0)),(np.int64(5),np.int64(3),np.int64(0)),(np.int64(5),np.int64(3),np.int64(1)),(np.int64(6),np.int64(3),np.int64(1)),(np.int64(7),np.int64(3),np.int64(1)),(np.int64(8),np.int64(3),np.int64(1)),(np.int64(9),np.int64(3),np.int64(1)),(np.int64(10),np.int64(3),np.int64(1)),(np.int64(11),np.int64(3),np.int64(1)),(np.int64(12),np.int64(3),np.int64(1)),(np.int64(12),np.int64(3),np.int64(0)),(np.int64(12),np.int64(4),np.int64(0)),(12,5,0)]"
"(28,23)","[(2,4,0),(np.int64(3),np.int64(4),np.int64(0)),(np.int64(3),np.int64(5),np.int64(0)),(np.int64(4),np.int64(5),np.int64(0)),(np.int64(4),np.int64(5),np.int64(1)),(np.int64(5),np.int64(5),np.int64(1)),(np.int64(5),np.int64(4),np.int64(1)),(np.int64(6),np.int64(4),np.int64(1)),(np.int64(7),np.int64(4),np.int64(1)),(np.int64(8),np.int64(4),np.int64(1)),(np.int64(9),np.int64(4),np.int64(1)),(np.int64(9),np.int64(4),np.int64(2)),(np.int64(10),np.int64(4),np.int64(2)),(np.int64(11),np.int64(4),np.int64(2)),(np.int64(12),np.int64(4),np.int64(2)),(np.int64(13),np.int64(4),np.int64(2)),(np.int64(14),np.int64(4),np.int64(2)),(np.int64(14),np.int64(5),np.int64(2)),(np.int64(14),np.int64(6),np.int64(2)),(np.int64(14),np.int64(7),np.int64(2)),(np.int64(14),np.int64(8),np.int64(2)),(np.int64(14),np.int64(9),np.int64(2)),(np.int64(14),np.int64(10),np.int64(2)),(np.int64(14),np.int64(11),np.int64(2)),(np.int64(14),np.int64(12),np.int64(2)),(np.int64(14),np.int64(13),np.int64(2)),(np.int64(14),np.int64(14),np.int64(2)),(np.int64(14),np.int64(14),np.int64(1)),(14,14,0)]"
"(25,9)","[(6,1,0),(np.int64(7),np.int64(1),np.int64(0)),(np.int64(7),np.int64(1),np.int64(1)),(np.int64(7),np.int64(1),np.int64(2)),(np.int64(6),np.int64(1),np.int64(2)),(np.int64(5),np.int64(1),np.int64(2)),(np.int64(4),np.int64(1),np.int64(2)),(np.int64(3),np.int64(1),np.int64(2)),(np.int64(2),np.int64(1),np.int64(2)),(np.int64(2),np.int64(1),np.int64(3)),(np.int64(2),np.int64(2),np.int64(3)),(np.int64(2),np.int64(3),np.int64(3)),(np.int64(2),np.int64(4),np.int64(3)),(np.int64(2),np.int64(5),np.int64(3)),(np.int64(2),np.int64(6),np.int64(3)),(np.int64(2),np.int64(7),np.int64(3)),(np.int64(2),np.int64(8),np.int64(3)),(np.int64(2),np.int64(9),np.int64(3)),(np.int64(2),np.int64(10),np.int64(3)),(np.int64(2),np.int64(10),np.int64(2)),(np.int64(2),np.int64(10),np.int64(1)),(2,10,0)]"
"(37,30)","[(2,10,0),(np.int64(2),np.int64(11),np.int64(0)),(np.int64(2),np.int64(11),np.int64(1)),(np.int64(2),np.int64(12),np.int64(1)),(2,12,0)]"
