net,wires
"(9,43)","[(15,4,0),(np.int64(15),np.int64(4),np.int64(1)),(np.int64(15),np.int64(4),np.int64(2)),(np.int64(15),np.int64(4),np.int64(3)),(np.int64(14),np.int64(4),np.int64(3)),(np.int64(13),np.int64(4),np.int64(3)),(np.int64(12),np.int64(4),np.int64(3)),(np.int64(11),np.int64(4),np.int64(3)),(np.int64(10),np.int64(4),np.int64(3)),(np.int64(9),np.int64(4),np.int64(3)),(np.int64(8),np.int64(4),np.int64(3)),(np.int64(7),np.int64(4),np.int64(3)),(np.int64(6),np.int64(4),np.int64(3)),(np.int64(5),np.int64(4),np.int64(3)),(np.int64(4),np.int64(4),np.int64(3)),(np.int64(3),np.int64(4),np.int64(3)),(np.int64(2),np.int64(4),np.int64(3)),(np.int64(2),np.int64(4),np.int64(2)),(np.int64(2),np.int64(5),np.int64(2)),(np.int64(2),np.int64(6),np.int64(2)),(np.int64(2),np.int64(7),np.int64(2)),(np.int64(2),np.int64(8),np.int64(2)),(np.int64(2),np.int64(9),np.int64(2)),(np.int64(2),np.int64(9),np.int64(1)),(np.int64(2),np.int64(9),np.int64(0)),(2,10,0)]"
"(44,16)","[(7,4,0),(np.int64(7),np.int64(4),np.int64(1)),(np.int64(7),np.int64(5),np.int64(1)),(np.int64(7),np.int64(6),np.int64(1)),(np.int64(8),np.int64(6),np.int64(1)),(np.int64(9),np.int64(6),np.int64(1)),(np.int64(9),np.int64(6),np.int64(2)),(np.int64(9),np.int64(6),np.int64(3)),(np.int64(9),np.int64(7),np.int64(3)),(np.int64(9),np.int64(8),np.int64(3)),(np.int64(9),np.int64(9),np.int64(3)),(np.int64(10),np.int64(9),np.int64(3)),(np.int64(10),np.int64(9),np.int64(2)),(np.int64(10),np.int64(9),np.int64(1)),(np.int64(11),np.int64(9),np.int64(1)),(np.int64(11),np.int64(9),np.int64(0)),(np.int64(11),np.int64(10),np.int64(0)),(11,11,0)]"
"(22,8)","[(3,14,0),(np.int64(2),np.int64(14),np.int64(0)),(np.int64(2),np.int64(14),np.int64(1)),(np.int64(2),np.int64(15),np.int64(1)),(np.int64(2),np.int64(15),np.int64(2)),(np.int64(2),np.int64(15),np.int64(3)),(np.int64(3),np.int64(15),np.int64(3)),(np.int64(3),np.int64(14),np.int64(3)),(np.int64(3),np.int64(14),np.int64(4)),(np.int64(3),np.int64(13),np.int64(4)),(np.int64(3),np.int64(12),np.int64(4)),(np.int64(3),np.int64(11),np.int64(4)),(np.int64(3),np.int64(10),np.int64(4)),(np.int64(3),np.int64(9),np.int64(4)),(np.int64(3),np.int64(8),np.int64(4)),(np.int64(4),np.int64(8),np.int64(4)),(np.int64(4),np.int64(7),np.int64(4)),(np.int64(5),np.int64(7),np.int64(4)),(np.int64(6),np.int64(7),np.int64(4)),(np.int64(7),np.int64(7),np.int64(4)),(np.int64(8),np.int64(7),np.int64(4)),(np.int64(9),np.int64(7),np.int64(4)),(np.int64(10),np.int64(7),np.int64(4)),(np.int64(10),np.int64(6),np.int64(4)),(np.int64(10),np.int64(6),np.int64(3)),(np.int64(10),np.int64(6),np.int64(2)),(np.int64(11),np.int64(6),np.int64(2)),(np.int64(11),np.int64(7),np.int64(2)),(np.int64(12),np.int64(7),np.int64(2)),(np.int64(12),np.int64(7),np.int64(1)),(np.int64(13),np.int64(7),np.int64(1)),(np.int64(14),np.int64(7),np.int64(1)),(np.int64(14),np.int64(7),np.int64(0)),(np.int64(15),np.int64(7),np.int64(0)),(15,8,0)]"
"(5,30)","[(15,13,0),(np.int64(15),np.int64(12),np.int64(0)),(np.int64(15),np.int64(11),np.int64(0)),(np.int64(15),np.int64(11),np.int64(1)),(np.int64(16),np.int64(11),np.int64(1)),(np.int64(16),np.int64(10),np.int64(1)),(np.int64(16),np.int64(10),np.int64(2)),(np.int64(16),np.int64(9),np.int64(2)),(np.int64(16),np.int64(8),np.int64(2)),(np.int64(16),np.int64(8),np.int64(3)),(np.int64(15),np.int64(8),np.int64(3)),(np.int64(15),np.int64(7),np.int64(3)),(np.int64(14),np.int64(7),np.int64(3)),(np.int64(13),np.int64(7),np.int64(3)),(np.int64(12),np.int64(7),np.int64(3)),(np.int64(11),np.int64(7),np.int64(3)),(np.int64(10),np.int64(7),np.int64(3)),(np.int64(10),np.int64(7),np.int64(2)),(np.int64(9),np.int64(7),np.int64(2)),(np.int64(8),np.int64(7),np.int64(2)),(np.int64(8),np.int64(7),np.int64(1)),(np.int64(7),np.int64(7),np.int64(1)),(np.int64(7),np.int64(7),np.int64(0)),(6,7,0)]"
"(11,33)","[(1,7,0),(np.int64(1),np.int64(8),np.int64(0)),(np.int64(1),np.int64(9),np.int64(0)),(np.int64(1),np.int64(10),np.int64(0)),(np.int64(1),np.int64(10),np.int64(1)),(np.int64(1),np.int64(11),np.int64(1)),(np.int64(1),np.int64(12),np.int64(1)),(np.int64(1),np.int64(12),np.int64(0)),(2,12,0)]"
"(44,31)","[(12,5,0),(np.int64(11),np.int64(5),np.int64(0)),(np.int64(11),np.int64(4),np.int64(0)),(np.int64(11),np.int64(3),np.int64(0)),(np.int64(10),np.int64(3),np.int64(0)),(np.int64(10),np.int64(2),np.int64(0)),(np.int64(9),np.int64(2),np.int64(0)),(np.int64(9),np.int64(1),np.int64(0)),(np.int64(9),np.int64(1),np.int64(1)),(np.int64(9),np.int64(1),np.int64(2)),(np.int64(8),np.int64(1),np.int64(2)),(np.int64(7),np.int64(1),np.int64(2)),(np.int64(6),np.int64(1),np.int64(2)),(np.int64(6),np.int64(1),np.int64(1)),(6,1,0)]"
"(4,49)","[(4,11,0),(np.int64(3),np.int64(11),np.int64(0)),(np.int64(2),np.int64(11),np.int64(0)),(np.int64(2),np.int64(11),np.int64(1)),(np.int64(2),np.int64(12),np.int64(1)),(np.int64(2),np.int64(12),np.int64(2)),(np.int64(3),np.int64(12),np.int64(2)),(np.int64(3),np.int64(13),np.int64(2)),(np.int64(3),np.int64(14),np.int64(2)),(np.int64(3),np.int64(15),np.int64(2)),(np.int64(3),np.int64(15),np.int64(1)),(np.int64(3),np.int64(15),np.int64(0)),(3,14,0)]"
"(1,22)","[(6,13,0),(np.int64(6),np.int64(13),np.int64(1)),(np.int64(6),np.int64(12),np.int64(1)),(np.int64(7),np.int64(12),np.int64(1)),(np.int64(7),np.int64(11),np.int64(1)),(np.int64(7),np.int64(11),np.int64(0)),(np.int64(8),np.int64(11),np.int64(0)),(np.int64(8),np.int64(10),np.int64(0)),(np.int64(8),np.int64(9),np.int64(0)),(np.int64(9),np.int64(9),np.int64(0)),(9,8,0)]"
"(37,3)","[(8,1,0),(np.int64(7),np.int64(1),np.int64(0)),(np.int64(7),np.int64(0),np.int64(0)),(np.int64(6),np.int64(0),np.int64(0)),(np.int64(5),np.int64(0),np.int64(0)),(np.int64(4),np.int64(0),np.int64(0)),(np.int64(3),np.int64(0),np.int64(0)),(np.int64(2),np.int64(0),np.int64(0)),(np.int64(2),np.int64(1),np.int64(0)),(np.int64(2),np.int64(2),np.int64(0)),(np.int64(2),np.int64(3),np.int64(0)),(2,4,0)]"
"(32,26)","[(3,14,0),(np.int64(4),np.int64(14),np.int64(0)),(np.int64(4),np.int64(14),np.int64(1)),(np.int64(4),np.int64(15),np.int64(1)),(np.int64(4),np.int64(15),np.int64(2)),(np.int64(4),np.int64(15),np.int64(3)),(np.int64(4),np.int64(14),np.int64(3)),(np.int64(4),np.int64(14),np.int64(4)),(np.int64(4),np.int64(13),np.int64(4)),(np.int64(4),np.int64(12),np.int64(4)),(np.int64(4),np.int64(11),np.int64(4)),(np.int64(4),np.int64(10),np.int64(4)),(np.int64(5),np.int64(10),np.int64(4)),(np.int64(6),np.int64(10),np.int64(4)),(np.int64(6),np.int64(10),np.int64(3)),(np.int64(6),np.int64(10),np.int64(2)),(np.int64(6),np.int64(9),np.int64(2)),(np.int64(6),np.int64(9),np.int64(1)),(6,9,0)]"
"(6,32)","[(6,13,0),(np.int64(6),np.int64(12),np.int64(0)),(np.int64(6),np.int64(11),np.int64(0)),(np.int64(6),np.int64(11),np.int64(1)),(np.int64(6),np.int64(11),np.int64(2)),(np.int64(6),np.int64(11),np.int64(3)),(np.int64(5),np.int64(11),np.int64(3)),(np.int64(5),np.int64(10),np.int64(3)),(np.int64(4),np.int64(10),np.int64(3)),(np.int64(4),np.int64(9),np.int64(3)),(np.int64(4),np.int64(8),np.int64(3)),(np.int64(4),np.int64(7),np.int64(3)),(np.int64(4),np.int64(6),np.int64(3)),(np.int64(4),np.int64(5),np.int64(3)),(np.int64(4),np.int64(5),np.int64(2)),(np.int64(4),np.int64(4),np.int64(2)),(np.int64(4),np.int64(4),np.int64(1)),(np.int64(4),np.int64(3),np.int64(1)),(np.int64(4),np.int64(2),np.int64(1)),(4,2,0)]"
"(5,31)","[(16,1,0),(np.int64(15),np.int64(1),np.int64(0)),(np.int64(15),np.int64(0),np.int64(0)),(np.int64(14),np.int64(0),np.int64(0)),(np.int64(13),np.int64(0),np.int64(0)),(np.int64(12),np.int64(0),np.int64(0)),(np.int64(11),np.int64(0),np.int64(0)),(np.int64(10),np.int64(0),np.int64(0)),(np.int64(9),np.int64(0),np.int64(0)),(np.int64(9),np.int64(0),np.int64(1)),(np.int64(9),np.int64(0),np.int64(2)),(np.int64(8),np.int64(0),np.int64(2)),(np.int64(7),np.int64(0),np.int64(2)),(np.int64(6),np.int64(0),np.int64(2)),(np.int64(5),np.int64(0),np.int64(2)),(np.int64(4),np.int64(0),np.int64(2)),(np.int64(3),np.int64(0),np.int64(2)),(np.int64(2),np.int64(0),np.int64(2)),(np.int64(2),np.int64(1),np.int64(2)),(np.int64(2),np.int64(1),np.int64(1)),(np.int64(2),np.int64(2),np.int64(1)),(np.int64(1),np.int64(2),np.int64(1)),(np.int64(1),np.int64(2),np.int64(0)),(np.int64(1),np.int64(3),np.int64(0)),(np.int64(1),np.int64(4),np.int64(0)),(np.int64(1),np.int64(5),np.int64(0)),(np.int64(0),np.int64(5),np.int64(0)),(np.int64(0),np.int64(6),np.int64(0)),(np.int64(0),np.int64(7),np.int64(0)),(np.int64(0),np.int64(8),np.int64(0)),(np.int64(0),np.int64(9),np.int64(0)),(np.int64(0),np.int64(10),np.int64(0)),(np.int64(0),np.int64(11),np.int64(0)),(1,11,0)]"
"(15,40)","[(11,8,0),(np.int64(11),np.int64(7),np.int64(0)),(np.int64(12),np.int64(7),np.int64(0)),(np.int64(13),np.int64(7),np.int64(0)),(np.int64(13),np.int64(8),np.int64(0)),(np.int64(14),np.int64(8),np.int64(0)),(np.int64(14),np.int64(8),np.int64(1)),(np.int64(14),np.int64(8),np.int64(2)),(np.int64(14),np.int64(8),np.int64(3)),(np.int64(13),np.int64(8),np.int64(3)),(np.int64(13),np.int64(9),np.int64(3)),(np.int64(13),np.int64(10),np.int64(3)),(np.int64(13),np.int64(11),np.int64(3)),(np.int64(13),np.int64(11),np.int64(2)),(np.int64(13),np.int64(11),np.int64(1)),(np.int64(13),np.int64(12),np.int64(1)),(np.int64(13),np.int64(13),np.int64(1)),(np.int64(12),np.int64(13),np.int64(1)),(12,13,0)]"
"(42,2)","[(1,15,0),(np.int64(1),np.int64(16),np.int64(0)),(np.int64(2),np.int64(16),np.int64(0)),(np.int64(3),np.int64(16),np.int64(0)),(np.int64(4),np.int64(16),np.int64(0)),(np.int64(5),np.int64(16),np.int64(0)),(np.int64(6),np.int64(16),np.int64(0)),(np.int64(7),np.int64(16),np.int64(0)),(np.int64(8),np.int64(16),np.int64(0)),(np.int64(8),np.int64(15),np.int64(0)),(np.int64(8),np.int64(15),np.int64(1)),(np.int64(8),np.int64(14),np.int64(1)),(np.int64(8),np.int64(13),np.int64(1)),(np.int64(8),np.int64(13),np.int64(0)),(8,12,0)]"
"(40,19)","[(1,7,0),(np.int64(2),np.int64(7),np.int64(0)),(np.int64(3),np.int64(7),np.int64(0)),(np.int64(4),np.int64(7),np.int64(0)),(np.int64(4),np.int64(7),np.int64(1)),(np.int64(5),np.int64(7),np.int64(1)),(np.int64(5),np.int64(7),np.int64(2)),(np.int64(6),np.int64(7),np.int64(2)),(np.int64(6),np.int64(7),np.int64(3)),(np.int64(7),np.int64(7),np.int64(3)),(np.int64(8),np.int64(7),np.int64(3)),(np.int64(8),np.int64(6),np.int64(3)),(np.int64(8),np.int64(6),np.int64(4)),(np.int64(9),np.int64(6),np.int64(4)),(np.int64(9),np.int64(6),np.int64(5)),(np.int64(9),np.int64(6),np.int64(6)),(np.int64(10),np.int64(6),np.int64(6)),(np.int64(11),np.int64(6),np.int64(6)),(np.int64(12),np.int64(6),np.int64(6)),(np.int64(13),np.int64(6),np.int64(6)),(np.int64(14),np.int64(6),np.int64(6)),(np.int64(15),np.int64(6),np.int64(6)),(np.int64(16),np.int64(6),np.int64(6)),(np.int64(16),np.int64(6),np.int64(5)),(np.int64(16),np.int64(6),np.int64(4)),(np.int64(17),np.int64(6),np.int64(4)),(np.int64(17),np.int64(6),np.int64(3)),(np.int64(17),np.int64(6),np.int64(2)),(np.int64(16),np.int64(6),np.int64(2)),(np.int64(16),np.int64(6),np.int64(1)),(np.int64(16),np.int64(7),np.int64(1)),(np.int64(16),np.int64(8),np.int64(1)),(np.int64(16),np.int64(9),np.int64(1)),(16,9,0)]"
"(47,1)","[(2,4,0),(np.int64(2),np.int64(4),np.int64(1)),(np.int64(3),np.int64(4),np.int64(1)),(np.int64(3),np.int64(4),np.int64(2)),(np.int64(3),np.int64(5),np.int64(2)),(np.int64(3),np.int64(6),np.int64(2)),(np.int64(3),np.int64(7),np.int64(2)),(np.int64(3),np.int64(8),np.int64(2)),(np.int64(3),np.int64(9),np.int64(2)),(np.int64(3),np.int64(10),np.int64(2)),(np.int64(3),np.int64(11),np.int64(2)),(np.int64(4),np.int64(11),np.int64(2)),(np.int64(4),np.int64(11),np.int64(1)),(4,11,0)]"
"(4,32)","[(12,14,0),(np.int64(13),np.int64(14),np.int64(0)),(np.int64(13),np.int64(13),np.int64(0)),(np.int64(14),np.int64(13),np.int64(0)),(np.int64(14),np.int64(12),np.int64(0)),(np.int64(14),np.int64(12),np.int64(1)),(np.int64(14),np.int64(12),np.int64(2)),(np.int64(14),np.int64(12),np.int64(3)),(np.int64(13),np.int64(12),np.int64(3)),(np.int64(13),np.int64(12),np.int64(4)),(np.int64(12),np.int64(12),np.int64(4)),(np.int64(11),np.int64(12),np.int64(4)),(np.int64(11),np.int64(13),np.int64(4)),(np.int64(10),np.int64(13),np.int64(4)),(np.int64(9),np.int64(13),np.int64(4)),(np.int64(9),np.int64(13),np.int64(5)),(np.int64(8),np.int64(13),np.int64(5)),(np.int64(7),np.int64(13),np.int64(5)),(np.int64(6),np.int64(13),np.int64(5)),(np.int64(5),np.int64(13),np.int64(5)),(np.int64(4),np.int64(13),np.int64(5)),(np.int64(4),np.int64(12),np.int64(5)),(np.int64(4),np.int64(11),np.int64(5)),(np.int64(4),np.int64(10),np.int64(5)),(np.int64(4),np.int64(9),np.int64(5)),(np.int64(4),np.int64(8),np.int64(5)),(np.int64(4),np.int64(7),np.int64(5)),(np.int64(4),np.int64(6),np.int64(5)),(np.int64(4),np.int64(5),np.int64(5)),(np.int64(4),np.int64(4),np.int64(5)),(np.int64(4),np.int64(3),np.int64(5)),(np.int64(3),np.int64(3),np.int64(5)),(np.int64(2),np.int64(3),np.int64(5)),(np.int64(1),np.int64(3),np.int64(5)),(np.int64(1),np.int64(2),np.int64(5)),(np.int64(1),np.int64(1),np.int64(5)),(np.int64(1),np.int64(1),np.int64(4)),(np.int64(1),np.int64(1),np.int64(3)),(np.int64(1),np.int64(1),np.int64(2)),(np.int64(1),np.int64(1),np.int64(1)),(1,1,0)]"
"(43,4)","[(9,8,0),(np.int64(9),np.int64(8),np.int64(1)),(np.int64(8),np.int64(8),np.int64(1)),(np.int64(7),np.int64(8),np.int64(1)),(7,8,0)]"
"(6,45)","[(9,8,0),(np.int64(8),np.int64(8),np.int64(0)),(np.int64(8),np.int64(7),np.int64(0)),(np.int64(8),np.int64(6),np.int64(0)),(np.int64(7),np.int64(6),np.int64(0)),(np.int64(7),np.int64(5),np.int64(0)),(np.int64(6),np.int64(5),np.int64(0)),(np.int64(6),np.int64(4),np.int64(0)),(np.int64(6),np.int64(4),np.int64(1)),(np.int64(6),np.int64(3),np.int64(1)),(np.int64(6),np.int64(2),np.int64(1)),(6,2,0)]"
"(50,14)","[(10,10,0),(np.int64(10),np.int64(9),np.int64(0)),(np.int64(10),np.int64(8),np.int64(0)),(np.int64(10),np.int64(7),np.int64(0)),(np.int64(10),np.int64(7),np.int64(1)),(np.int64(10),np.int64(6),np.int64(1)),(np.int64(10),np.int64(5),np.int64(1)),(np.int64(9),np.int64(5),np.int64(1)),(np.int64(9),np.int64(4),np.int64(1)),(np.int64(9),np.int64(3),np.int64(1)),(9,3,0)]"
chip_2_net_7,1842
